Date,Open,High,Low,Close,Volume,OpenInt
1/31/2007,36.447,37.361,36.447,37.342,772475,0
2/1/2007,37.381,37.559,36.78,36.908,1183763,0
2/2/2007,37.046,37.144,36.859,36.888,813331,0
2/5/2007,36.938,37.233,36.76,36.918,552045,0
2/6/2007,36.938,37.361,36.868,37.361,544320,0
2/7/2007,37.381,37.736,37.153,37.717,587714,0
2/8/2007,37.637,38.121,37.361,38.111,648792,0
2/9/2007,38.326,38.375,37.52,37.905,587412,0
2/12/2007,37.934,38.092,36.839,36.878,1373669,0
2/13/2007,36.898,37.017,36.692,36.898,626181,0
2/14/2007,36.997,37.183,36.338,36.427,1257677,0
2/15/2007,36.407,38.688,36.161,38.131,3947647,0
2/16/2007,37.964,38.141,37.717,38.033,610174,0
2/20/2007,37.845,38.141,37.272,37.421,1071461,0
2/21/2007,37.391,37.806,37.153,37.697,1812232,0
2/22/2007,37.687,37.776,37.637,37.766,522877,0
2/23/2007,37.717,38.102,37.599,37.915,985893,0
2/26/2007,38.092,38.181,37.875,38.111,808426,0
2/27/2007,37.835,37.845,36.643,36.908,1158663,0
2/28/2007,36.997,37.47,36.544,37.046,917702,0
3/1/2007,36.947,37.055,36.014,36.318,1455812,0
3/2/2007,36.318,36.328,35.621,35.699,772881,0
3/5/2007,35.524,36.259,35.237,35.67,1479399,0
3/6/2007,35.936,36.987,35.926,36.809,1102970,0
3/7/2007,36.751,37.45,36.574,37.272,907744,0
3/8/2007,37.618,38.121,37.608,37.796,859267,0
3/9/2007,38.043,38.043,37.183,37.53,604279,0
3/12/2007,37.687,38.316,37.677,38.297,684159,0
3/13/2007,37.925,38.092,37.173,37.173,801335,0
3/14/2007,37.065,37.49,36.486,37.421,852254,0
3/15/2007,37.322,37.766,37.124,37.361,676637,0
3/16/2007,37.361,37.53,36.967,37.371,642392,0
3/19/2007,37.569,38.678,37.559,38.669,1589871,0
3/20/2007,38.552,38.64,38.043,38.21,890160,0
3/21/2007,38.258,38.857,38.131,38.562,970855,0
3/22/2007,38.669,38.847,38.326,38.474,763939,0
3/23/2007,38.474,38.867,38.474,38.718,541273,0
3/26/2007,38.62,38.797,38.053,38.571,457936,0
3/27/2007,38.58,38.63,38.082,38.365,592796,0
3/28/2007,38.297,38.454,37.934,38.111,1475136,0
3/29/2007,38.316,38.395,37.589,37.736,1822701,0
3/30/2007,37.845,38.033,37.51,37.934,736599,0
4/2/2007,38.053,38.326,37.944,38.161,796560,0
4/3/2007,38.297,38.738,38.219,38.375,851135,0
4/4/2007,38.434,38.434,37.954,38.033,641071,0
4/5/2007,37.994,39.083,37.845,38.926,915160,0
4/9/2007,38.956,39.034,38.59,38.847,239233,0
4/10/2007,38.876,39.242,38.867,39.153,696354,0
4/11/2007,39.232,39.625,38.906,39.506,1541800,0
4/12/2007,39.349,39.585,38.738,39.31,603976,0
4/13/2007,39.378,39.486,38.787,39.014,636190,0
4/16/2007,39.262,39.663,39.172,39.605,430702,0
4/17/2007,39.693,39.841,39.408,39.555,519726,0
4/18/2007,39.358,39.653,39.054,39.358,416676,0
4/19/2007,39.861,39.861,39.005,39.447,435172,0
4/20/2007,39.753,40.146,39.585,40.146,675723,0
4/23/2007,40.048,40.609,39.851,40.53,589849,0
4/24/2007,40.54,40.54,39.94,40.402,938739,0
4/25/2007,42.312,42.921,41.456,41.582,2018641,0
4/26/2007,41.672,41.839,40.915,41.099,1207953,0
4/27/2007,41.109,41.238,40.629,41.003,577248,0
4/30/2007,40.984,41.327,40.422,40.54,1004093,0
5/1/2007,40.649,40.649,40.058,40.284,1129191,0
5/2/2007,40.392,40.934,40.304,40.639,435578,0
5/3/2007,40.59,40.629,39.94,40.078,534565,0
5/4/2007,40.098,40.098,39.635,39.703,610579,0
5/7/2007,39.703,39.832,39.428,39.762,728775,0
5/8/2007,41.238,42.233,40.837,41.08,4451466,0
5/9/2007,41.021,41.582,40.934,41.327,949919,0
5/10/2007,41.129,41.572,40.915,41.012,738635,0
5/11/2007,40.886,40.895,40.216,40.817,574655,0
5/14/2007,40.886,40.954,40.118,40.146,414136,0
5/15/2007,39.329,40.491,39.262,39.822,1621821,0
5/16/2007,39.851,40.136,39.585,39.861,968454,0
5/17/2007,39.703,41.475,39.438,40.689,2569771,0
5/18/2007,40.699,40.817,40.216,40.659,1699932,0
5/21/2007,39.782,41.041,39.782,40.974,2297407,0
5/22/2007,40.728,40.768,40.244,40.451,846156,0
5/23/2007,40.481,41.021,40.314,40.382,1696887,0
5/24/2007,40.294,40.57,39.653,39.832,987215,0
5/25/2007,40.244,40.264,39.713,39.782,545965,0
5/29/2007,39.95,40.098,39.358,40.029,1400030,0
5/30/2007,39.911,40.699,39.753,40.609,1203276,0
5/31/2007,40.659,41.041,40.56,40.758,1056996,0
6/1/2007,40.886,41.07,40.619,40.944,824200,0
6/4/2007,40.895,41.376,40.807,41.307,735483,0
6/5/2007,41.572,41.917,40.993,41.228,1208258,0
6/6/2007,41.031,41.031,40.226,40.59,791378,0
6/7/2007,40.422,40.846,39.901,39.95,677454,0
6/8/2007,40.01,41.524,40.01,41.366,1215475,0
6/11/2007,41.572,41.572,40.689,40.905,775117,0
6/12/2007,40.738,40.915,40.226,40.294,733474,0
6/13/2007,40.619,40.619,40.068,40.392,900628,0
6/14/2007,40.441,40.609,40.206,40.342,843917,0
6/15/2007,40.53,40.599,40.176,40.342,622676,0
6/18/2007,40.342,40.471,40.019,40.176,726945,0
6/19/2007,40.186,40.738,40.048,40.52,1192709,0
6/20/2007,40.451,40.915,40.314,40.352,1638372,0
6/21/2007,40.235,40.254,39.516,39.753,964248,0
6/22/2007,39.782,40.186,39.232,39.447,1063641,0
6/25/2007,39.585,40.088,39.153,39.222,876137,0
6/26/2007,39.378,39.438,38.59,38.678,1107137,0
6/27/2007,38.678,40.797,38.669,40.362,1866822,0
6/28/2007,40.51,40.51,40.019,40.166,914981,0
6/29/2007,40.226,40.342,39.605,39.881,671252,0
7/2/2007,40.156,40.53,39.99,40.372,854694,0
7/3/2007,40.55,40.837,40.54,40.59,324499,0
7/5/2007,40.56,40.934,40.372,40.856,343301,0
7/6/2007,40.915,41.327,40.768,41.248,359256,0
7/9/2007,41.248,41.248,40.609,40.797,411992,0
7/10/2007,40.5,40.54,39.536,39.753,837214,0
7/11/2007,39.703,40.019,39.31,39.358,944530,0
7/12/2007,39.496,40.186,39.3,39.358,1361207,0
7/13/2007,39.546,39.832,39.123,39.163,1140368,0
7/16/2007,39.005,39.506,38.817,39.044,694630,0
7/17/2007,39.113,39.339,38.688,39.054,650319,0
7/18/2007,38.797,38.995,38.355,38.63,872376,0
7/19/2007,38.787,38.985,38.345,38.345,1071058,0
7/20/2007,38.287,38.59,38.082,38.161,965570,0
7/23/2007,38.395,38.65,38.053,38.268,503060,0
7/24/2007,37.925,38.092,37.717,37.905,927352,0
7/25/2007,37.984,38.171,37.134,37.342,1619305,0
7/26/2007,36.78,37.213,34.794,35.572,4165430,0
7/27/2007,35.465,36.209,34.349,34.507,3706785,0
7/30/2007,34.556,35.198,34.438,34.675,3383609,0
7/31/2007,35.021,35.505,34.211,34.211,1596985,0
8/1/2007,34.113,34.576,33.328,33.849,2485934,0
8/2/2007,34.044,34.655,33.799,34.537,1371575,0
8/3/2007,34.576,34.576,33.022,33.13,2410324,0
8/6/2007,33.13,34.014,32.373,33.487,2687559,0
8/7/2007,33.398,33.77,32.866,33.279,2226469,0
8/8/2007,33.209,33.417,31.822,31.92,2565296,0
8/9/2007,30.729,31.18,29.5,29.827,10809675,0
8/10/2007,29.421,31.556,29.037,31.289,6332043,0
8/13/2007,31.733,33.741,31.516,32.984,5223686,0
8/14/2007,33.398,33.398,32.176,32.255,2225047,0
8/15/2007,32.147,32.659,30.955,31.092,2004717,0
8/16/2007,30.602,30.699,29.718,30.092,4480681,0
8/17/2007,31.121,31.655,30.592,31.171,1922296,0
8/20/2007,31.428,32.935,31.24,32.679,1882456,0
8/21/2007,32.492,33.032,32.472,32.767,1511007,0
8/22/2007,33.219,33.358,32.689,33.091,1150733,0
8/23/2007,33.289,33.506,33.002,33.457,1665483,0
8/24/2007,33.672,34.527,33.457,34.398,2065796,0
8/27/2007,34.438,34.774,34.319,34.606,1305158,0
8/28/2007,34.477,34.556,33.546,33.701,952257,0
8/29/2007,33.928,34.754,33.898,34.754,911706,0
8/30/2007,34.438,34.497,34.132,34.241,1452471,0
8/31/2007,34.319,35.06,34.142,34.991,744326,0
9/4/2007,34.981,35.06,34.527,34.813,790870,0
9/5/2007,34.576,34.576,33.849,33.918,1199415,0
9/6/2007,33.918,34.527,33.878,34.122,740055,0
9/7/2007,33.711,33.839,33.061,33.17,946055,0
9/10/2007,33.239,33.437,31.959,32.57,1918639,0
9/11/2007,32.58,33.289,32.58,33.19,581515,0
9/12/2007,33.081,33.378,32.403,32.482,962622,0
9/13/2007,32.738,33.526,32.62,33.042,790260,0
9/14/2007,32.787,33.632,32.689,33.467,555197,0
9/17/2007,33.308,33.427,33.012,33.061,699404,0
9/18/2007,33.16,34.596,32.846,34.438,967906,0
9/19/2007,34.438,34.931,33.662,33.898,1225840,0
9/20/2007,33.898,34.083,33.427,33.721,1157950,0
9/21/2007,34.044,34.044,33.012,33.042,897375,0
9/24/2007,33.289,33.556,32.393,32.738,1039655,0
9/25/2007,32.462,33.18,31.979,33.071,1976767,0
9/26/2007,33.19,33.299,32.275,32.531,1029288,0
9/27/2007,32.541,32.846,32.383,32.787,694931,0
9/28/2007,32.757,33.348,32.757,33.022,954185,0
10/1/2007,32.915,33.022,32.206,32.817,849304,0
10/2/2007,32.817,33.061,32.462,32.679,1045145,0
10/3/2007,32.56,33.19,32.492,33.17,1670665,0
10/4/2007,33.279,33.701,32.944,33.239,829386,0
10/5/2007,33.602,35.227,33.602,34.971,1545052,0
10/8/2007,34.971,35.09,34.339,34.784,665359,0
10/9/2007,34.912,34.931,34.162,34.241,736399,0
10/10/2007,34.231,34.626,33.751,34.566,704790,0
10/11/2007,34.636,34.981,34.181,34.447,1266895,0
10/12/2007,34.477,34.487,33.869,34.299,898800,0
10/15/2007,34.368,34.418,33.378,33.859,805000,0
10/16/2007,33.869,34.162,33.042,33.081,850832,0
10/17/2007,33.209,33.308,31.94,32.59,1392309,0
10/18/2007,32.344,32.58,32.077,32.305,585986,0
10/19/2007,32.325,32.728,31.428,31.556,1004796,0
10/22/2007,31.438,32.57,31.18,31.486,1525846,0
10/23/2007,31.713,31.743,31.18,31.339,765986,0
10/24/2007,31.171,33.11,31.024,33.042,2028599,0
10/25/2007,33.12,33.526,32.787,33.497,1454502,0
10/26/2007,33.946,34.171,33.279,33.487,837112,0
10/29/2007,33.467,33.839,33.239,33.556,1084270,0
10/30/2007,33.457,33.994,33.269,33.711,1206733,0
10/31/2007,33.984,34.368,32.915,33.575,1596882,0
11/1/2007,34.438,35.465,33.457,34.497,7110312,0
11/2/2007,34.981,35.08,33.799,34.221,2614485,0
11/5/2007,33.928,35.317,33.467,34.586,3426087,0
11/6/2007,34.616,35.956,34.241,35.897,2456556,0
11/7/2007,35.718,36.161,35.376,35.612,2048061,0
11/8/2007,35.563,35.718,34.735,35.475,1690948,0
11/9/2007,35.06,35.257,34.428,34.596,1496679,0
11/12/2007,34.428,34.971,33.898,34.034,1820262,0
11/13/2007,34.339,35.208,34.113,35.12,1615174,0
11/14/2007,35.317,36.407,35.178,35.257,2203010,0
11/15/2007,34.971,35.159,34.517,34.705,1177666,0
11/16/2007,34.852,35.08,33.975,34.241,1479910,0
11/19/2007,33.928,34.606,33.789,34.152,1593532,0
11/20/2007,34.408,34.823,33.526,34.034,1112830,0
11/21/2007,33.878,34.142,33.516,33.556,939449,0
11/23/2007,33.829,33.908,33.556,33.691,385884,0
11/26/2007,33.612,33.751,32.767,32.836,850011,0
11/27/2007,32.925,33.318,32.531,32.886,792530,0
11/28/2007,33.071,34.221,32.886,33.612,2265450,0
11/29/2007,34.024,35.198,33.751,35.11,2038014,0
11/30/2007,35.445,36.083,35.06,35.386,1361055,0
12/3/2007,35.621,35.699,35.149,35.218,746049,0
12/4/2007,35.524,36.888,35.524,36.377,1857762,0
12/5/2007,37.332,37.707,37.007,37.332,2138156,0
12/6/2007,37.391,38.013,36.878,37.895,1496067,0
12/7/2007,39.358,39.653,38.434,38.867,2520088,0
12/10/2007,38.867,39.262,38.513,38.916,1001406,0
12/11/2007,40.078,40.078,37.915,38.013,2087544,0
12/12/2007,38.58,38.787,37.579,37.855,1742613,0
12/13/2007,37.608,38.043,37.361,37.905,980079,0
12/14/2007,37.756,37.756,37.233,37.47,1446473,0
12/17/2007,37.183,38.072,37.144,37.193,1475845,0
12/18/2007,37.589,37.826,37.007,37.302,1567002,0
12/19/2007,37.163,37.677,36.043,37.421,1414665,0
12/20/2007,37.51,37.895,37.361,37.895,971399,0
12/21/2007,37.925,38.414,37.786,37.865,992807,0
12/24/2007,37.736,37.964,37.5,37.885,263420,0
12/26/2007,37.637,38.268,37.559,37.994,771155,0
12/27/2007,37.806,38.161,37.53,37.637,608549,0
12/28/2007,37.657,38.111,37.45,37.559,620947,0
12/31/2007,37.549,37.627,37.243,37.381,1068518,0
1/2/2008,37.302,37.54,36.574,36.987,1818329,0
1/3/2008,36.977,37.549,36.751,37.342,1613144,0
1/4/2008,36.918,36.987,35.1,35.1,1930527,0
1/7/2008,35.188,36.819,34.931,36.682,2319770,0
1/8/2008,36.789,37.243,34.725,34.794,1865383,0
1/9/2008,34.803,35.396,32.925,34.269,3029535,0
1/10/2008,33.975,33.975,32.097,33.081,3370853,0
1/11/2008,32.649,32.649,31.486,31.536,2119961,0
1/14/2008,30.661,31.605,29.688,31.398,3075471,0
1/15/2008,30.905,31.448,30.493,30.699,1421509,0
1/16/2008,30.856,31.89,30.512,31.418,1568903,0
1/17/2008,31.486,31.969,30.778,30.807,1738249,0
1/18/2008,30.965,31.684,30.69,31.309,1532147,0
1/22/2008,30.003,32.117,30.003,31.713,1155582,0
1/23/2008,30.955,33.477,30.955,33.061,1995996,0
1/24/2008,33.299,33.966,33.15,33.878,1412123,0
1/25/2008,34.083,34.162,32.551,32.689,971232,0
1/28/2008,32.492,33.682,31.635,33.594,1188846,0
1/29/2008,33.662,34.537,33.407,34.467,986548,0
1/30/2008,34.309,35.208,34.093,34.289,729407,0
1/31/2008,33.849,35.553,33.632,35.208,1435092,0
2/1/2008,35.582,36.623,35.247,35.887,1812609,0
2/4/2008,35.887,35.887,35.11,35.768,1076040,0
2/5/2008,35.386,35.524,34.467,34.467,853672,0
2/6/2008,34.586,35.602,34.171,34.25,541597,0
2/7/2008,33.966,36.279,33.642,35.346,1816537,0
2/8/2008,35.426,35.514,33.77,34.418,1499317,0
2/11/2008,34.378,35.455,33.556,35.366,1005814,0
2/12/2008,35.485,35.996,34.122,34.527,1059925,0
2/13/2008,34.685,35.178,34.221,34.862,1408705,0
2/14/2008,33.457,34.113,32.58,33.457,4514897,0
2/15/2008,33.259,33.358,32.649,33.12,1498301,0
2/19/2008,33.407,33.652,32.944,33.259,992218,0
2/20/2008,32.856,34.289,32.856,33.888,1056019,0
2/21/2008,34.074,34.211,32.964,33.002,1197739,0
2/22/2008,33.032,33.15,32.442,33.061,1090125,0
2/25/2008,32.984,34.181,32.659,34.093,1064520,0
2/26/2008,34.044,35.237,33.956,34.725,814497,0
2/27/2008,34.447,34.892,34.004,34.477,1068622,0
2/28/2008,34.231,34.438,33.536,34.241,806112,0
2/29/2008,33.819,34.093,32.906,33.002,934840,0
3/3/2008,32.866,33.888,32.639,33.546,868794,0
3/4/2008,33.13,33.565,32.787,32.994,1162068,0
3/5/2008,33.042,34.181,33.042,33.556,1103958,0
3/6/2008,33.447,33.652,32.315,32.363,742347,0
3/7/2008,31.999,32.935,31.881,32.305,701639,0
3/10/2008,32.413,32.728,32.186,32.245,774553,0
3/11/2008,32.935,33.497,32.049,33.042,1497842,0
3/12/2008,33.052,33.741,32.56,33.002,974474,0
3/13/2008,32.639,33.789,32.344,33.487,960466,0
3/14/2008,33.691,33.721,32.344,33.289,903763,0
3/17/2008,32.649,32.954,31.369,31.969,1615256,0
3/18/2008,32.226,32.659,31.536,32.186,1429869,0
3/19/2008,32.285,33.721,32.216,32.353,1093452,0
3/20/2008,32.551,33.849,32.353,33.612,1379426,0
3/24/2008,33.672,35.65,33.622,35.139,965774,0
3/25/2008,35.317,35.317,34.438,34.833,857538,0
3/26/2008,34.735,34.892,34.142,34.556,784499,0
3/27/2008,34.606,34.636,33.308,33.368,1160280,0
3/28/2008,33.358,33.368,32.738,32.846,837415,0
3/31/2008,33.022,33.731,33.022,33.506,1130807,0
4/1/2008,34.467,34.971,34.339,34.971,1495551,0
4/2/2008,34.902,36.269,34.862,35.237,1301691,0
4/3/2008,34.931,35.426,34.764,35.267,701182,0
4/4/2008,35.435,35.778,34.912,35.366,585480,0
4/7/2008,35.533,35.533,34.912,35.001,495743,0
4/8/2008,34.823,35.188,34.665,34.991,617288,0
4/9/2008,35.139,35.169,33.789,33.819,595780,0
4/10/2008,33.78,34.803,33.711,34.024,879082,0
4/11/2008,33.632,34.408,33.398,33.78,744030,0
4/14/2008,33.711,33.859,33.17,33.219,821673,0
4/15/2008,33.477,33.536,32.757,32.906,1091964,0
4/16/2008,33.447,34.181,32.777,34.113,674346,0
4/17/2008,33.946,34.152,33.612,33.789,388054,0
4/18/2008,34.269,34.931,34.269,34.418,595125,0
4/21/2008,34.093,34.269,33.467,34.26,502863,0
4/22/2008,34.201,34.368,33.061,33.497,521718,0
4/23/2008,33.497,33.612,32.551,33.032,1020250,0
4/24/2008,33.13,34.211,33.071,33.799,727788,0
4/25/2008,33.789,34.319,33.299,34.142,826364,0
4/28/2008,34.339,34.715,34.093,34.497,702192,0
4/29/2008,34.517,35.178,34.477,34.774,392534,0
4/30/2008,34.902,34.902,33.928,34.122,372849,0
5/1/2008,34.191,35.514,33.966,35.465,779030,0
5/2/2008,35.718,36.171,35.317,35.386,1119906,0
5/5/2008,35.455,35.455,34.715,34.715,675732,0
5/6/2008,34.447,34.447,33.308,33.78,1209543,0
5/7/2008,33.888,34.191,33.18,33.249,776972,0
5/8/2008,33.467,34.487,33.081,33.378,486131,0
5/9/2008,32.925,33.585,32.659,33.091,482362,0
5/12/2008,33.2,33.318,32.748,33.209,1142620,0
5/13/2008,33.477,33.682,32.61,33.249,763378,0
5/14/2008,33.209,34.289,33.14,33.966,877932,0
5/15/2008,34.191,34.339,33.585,34.083,968073,0
5/16/2008,37.865,38.857,37.144,38.201,6156970,0
5/19/2008,38.562,39.595,38.258,38.474,3575687,0
5/20/2008,38.268,38.906,37.627,38.316,2348949,0
5/21/2008,38.513,38.965,37.796,37.984,1366304,0
5/22/2008,37.984,38.678,37.391,37.52,2356591,0
5/23/2008,37.322,37.726,37.075,37.322,1673055,0
5/27/2008,37.332,37.746,37.134,37.667,1416167,0
5/28/2008,38.111,39.358,38.033,39.272,2482594,0
5/29/2008,39.349,40.609,38.946,39.95,2953240,0
5/30/2008,40.098,40.216,39.083,39.653,2048322,0
6/2/2008,39.625,40.108,39.29,39.92,2347063,0
6/3/2008,39.97,40.304,39.182,39.861,1884654,0
6/4/2008,39.822,40.146,39.398,39.901,1693113,0
6/5/2008,39.95,41.179,39.95,41.07,2591290,0
6/6/2008,40.53,40.758,39.506,39.653,3002097,0
6/9/2008,39.891,40.609,39.723,40.422,1927775,0
6/10/2008,40,40.57,39.753,40.108,1574339,0
6/11/2008,40.216,40.294,38.121,38.229,2306916,0
6/12/2008,38.562,39.368,38.151,38.201,2623079,0
6/13/2008,38.375,39.349,38.306,38.66,2516375,0
6/16/2008,39.349,40.993,39.339,40.886,3648731,0
6/17/2008,41.031,41.307,40.5,40.56,1762635,0
6/18/2008,40.196,40.332,39.339,39.408,1996997,0
6/19/2008,39.506,40.216,39.232,40.098,1600830,0
6/20/2008,39.841,39.851,38.728,39.329,1809970,0
6/23/2008,39.585,39.802,38.141,38.523,1294904,0
6/24/2008,38.278,38.886,37.608,38.043,1362977,0
6/25/2008,38.375,40,38.191,39.438,1628499,0
6/26/2008,38.797,39.466,38.552,38.867,1608006,0
6/27/2008,39.024,39.635,38.141,38.768,1522532,0
6/30/2008,38.669,38.995,37.637,38.21,1243506,0
7/1/2008,37.707,38.444,36.799,38.444,2361458,0
7/2/2008,38.532,38.6,36.544,36.574,1602084,0
7/3/2008,36.721,36.878,34.675,36.534,1509596,0
7/7/2008,36.809,37.637,36.623,37.322,2045929,0
7/8/2008,37.697,38.053,36.643,37.974,1689196,0
7/9/2008,37.786,37.905,36.78,36.928,1832817,0
7/10/2008,36.967,37.647,36.209,36.711,1608764,0
7/11/2008,36.161,36.702,35.03,36.219,1798033,0
7/14/2008,36.839,37.717,35.877,37.401,1671731,0
7/15/2008,37.332,37.51,35.327,36.672,2324345,0
7/16/2008,36.859,39.034,36.437,38.847,1323558,0
7/17/2008,39.014,40.254,37.806,40.156,1532231,0
7/18/2008,40.431,41.288,39.95,40.314,1631690,0
7/21/2008,40.51,40.866,39.466,39.782,1195514,0
7/22/2008,39.486,41.376,39.368,41.238,1448647,0
7/23/2008,41.119,41.858,40.235,40.817,2687341,0
7/24/2008,40.915,41.327,40.019,40.146,1330971,0
7/25/2008,40.216,40.57,39.428,39.526,869339,0
7/28/2008,39.496,39.851,38.768,39.29,884153,0
7/29/2008,39.3,41.238,39.014,41.139,1222972,0
7/30/2008,41.288,42.223,40.51,41.208,937412,0
7/31/2008,40.924,41.268,40.126,40.431,1080101,0
8/1/2008,40.866,41.848,40.235,41.327,1848019,0
8/4/2008,41.82,41.82,40.52,40.689,1474888,0
8/5/2008,41.08,42.467,40.934,42.332,2888414,0
8/6/2008,42.793,42.793,40.886,41.357,2089095,0
8/7/2008,43.288,44.278,41.877,43.396,5134639,0
8/8/2008,42.105,43.465,40.788,43.396,3301229,0
8/11/2008,43.825,43.855,42.467,43.02,2295007,0
8/12/2008,42.803,43.367,42.361,43.06,1668057,0
8/13/2008,42.723,42.951,41.533,42.753,1814411,0
8/14/2008,42.634,44.278,42.322,43.532,1185584,0
8/15/2008,43.532,44.278,43.297,43.894,954803,0
8/18/2008,44.121,44.141,43.297,43.589,1060346,0
8/19/2008,43.297,43.484,42.154,42.272,1331965,0
8/20/2008,40.924,42.351,40.422,41.515,1603030,0
8/21/2008,41.337,41.8,40.895,41.622,802402,0
8/22/2008,41.08,41.8,40.837,41.8,1326932,0
8/25/2008,41.612,41.839,40.768,40.954,688092,0
8/26/2008,40.679,41.159,40.264,40.856,972387,0
8/27/2008,41.051,41.887,40.461,41.642,1024655,0
8/28/2008,41.917,42.704,41.524,42.694,1366662,0
8/29/2008,42.419,42.882,42.243,42.351,779347,0
9/2/2008,42.882,44.791,42.773,43.307,1603124,0
9/3/2008,43.307,43.884,42.971,43.396,1282423,0
9/4/2008,43.149,43.149,41.907,42.223,995992,0
9/5/2008,41.553,41.81,40.924,41.456,993686,0
9/8/2008,42.312,42.694,41.612,42.487,1367267,0
9/9/2008,42.526,42.941,41.347,41.533,1810825,0
9/10/2008,41.76,42.576,41.376,42.252,1293123,0
9/11/2008,41.642,41.877,40.964,41.78,1395277,0
9/12/2008,41.524,41.524,40.451,41.051,1094896,0
9/15/2008,38.65,40.738,38.404,39.615,1688529,0
9/16/2008,39.054,40,38.542,39.212,2153258,0
9/17/2008,38.239,39.438,37.46,37.627,1830133,0
9/18/2008,40.54,40.708,36.908,37.667,3467092,0
9/19/2008,39.378,41.386,38.072,38.444,2214316,0
9/22/2008,38.768,39.635,38.013,38.111,1431345,0
9/23/2008,38.375,39.093,37.934,38.444,1339029,0
9/24/2008,38.434,39.615,38.092,38.906,1411101,0
9/25/2008,39.536,39.93,38.698,38.965,1311644,0
9/26/2008,38.571,40.274,37.915,39.486,1531437,0
9/29/2008,38.678,39.408,37.589,38.21,2529497,0
9/30/2008,38.867,39.466,37.885,39.024,1614909,0
10/1/2008,40.58,40.58,38.688,39.339,4691376,0
10/2/2008,39.133,39.881,37.5,38.268,2105123,0
10/3/2008,38.64,39.358,36.005,36.161,2144154,0
10/6/2008,34.941,35.366,32.452,33.819,3078189,0
10/7/2008,31.448,32.255,27.288,28.139,6467924,0
10/8/2008,27.328,29.292,26.991,28.929,3534206,0
10/9/2008,29.223,30.181,27.278,27.525,2150680,0
10/10/2008,26.026,27.456,25.052,26.537,2876034,0
10/13/2008,27.759,28.721,26.862,27.827,2227064,0
10/14/2008,28.81,29.282,26.833,27.387,2393898,0
10/15/2008,27.653,27.653,24.501,24.974,2662191,0
10/16/2008,24.945,26.016,23.919,25.967,2096002,0
10/17/2008,25.318,33.975,25.318,27.14,2207690,0
10/20/2008,27.446,29.302,27.446,29.302,1807918,0
10/21/2008,29.282,29.649,28.426,28.535,1385361,0
10/22/2008,28.001,28.622,26.734,27.702,1764793,0
10/23/2008,27.856,27.992,25.446,26.793,1791788,0
10/24/2008,25.584,26.31,24.521,25.495,1220262,0
10/27/2008,24.876,25.801,23.723,23.781,1915606,0
10/28/2008,24.6,26.026,23.969,26.026,1880368,0
10/29/2008,25.937,26.813,25.091,25.091,1686982,0
10/30/2008,26.587,27.446,25.868,26.636,1957146,0
10/31/2008,26.813,30.896,26.448,30.699,3668355,0
11/3/2008,30.423,31.171,29.312,29.599,2699983,0
11/4/2008,30.191,30.955,29.54,30.915,1455529,0
11/5/2008,30.651,30.709,28.622,28.85,1128588,0
11/6/2008,28.85,29.421,27.506,27.624,1185195,0
11/7/2008,27.702,28.426,27.437,28.149,1009636,0
11/10/2008,28.741,28.909,26.724,27.12,763905,0
11/11/2008,27.12,27.15,25.436,26.191,1237469,0
11/12/2008,25.407,26.123,24.274,24.481,1150824,0
11/13/2008,24.6,28.288,24.344,28.139,1649907,0
11/14/2008,27.768,28.021,25.475,25.623,1343113,0
11/17/2008,25.584,26.487,25.043,25.397,1057705,0
11/18/2008,25.456,26.458,24.886,26.123,1155103,0
11/19/2008,26.065,26.842,26.065,26.231,3012816,0
11/20/2008,25.868,26.823,25.159,25.367,2524648,0
11/21/2008,25.957,26.152,23.645,26.142,1673249,0
11/24/2008,26.567,28.278,25.81,27.721,1723239,0
11/25/2008,28.189,28.85,27.456,28.711,1407655,0
11/26/2008,28.228,31.141,27.787,30.651,1388335,0
11/28/2008,30.749,30.749,29.5,29.875,787737,0
12/1/2008,28.978,29.203,27.672,27.712,1374327,0
12/2/2008,28.159,29.619,27.672,29.49,1286045,0
12/3/2008,28.86,30.052,28.09,28.939,2265687,0
12/4/2008,28.8,29.708,28.189,28.82,1747025,0
12/5/2008,28.79,31.289,28.159,31.21,1540733,0
12/8/2008,31.772,32.807,31.26,31.743,1604830,0
12/9/2008,31.743,33.229,31.476,31.674,1774837,0
12/10/2008,31.704,32.57,31.26,32.216,737794,0
12/11/2008,32.067,33.888,31.279,31.674,2105534,0
12/12/2008,30.905,32.383,30.905,31.949,963955,0
12/15/2008,31.94,32.029,30.27,30.719,1241446,0
12/16/2008,31.024,32.442,30.542,32.315,1311854,0
12/17/2008,31.871,32.896,31.655,32.512,1205946,0
12/18/2008,32.699,33.249,32.541,33.2,1637960,0
12/19/2008,33.427,33.888,31.802,32.087,2589162,0
12/22/2008,32.039,32.057,29.708,30.709,1490795,0
12/23/2008,30.817,31.516,30.191,30.375,1175105,0
12/24/2008,30.27,31.044,29.925,30.876,240531,0
12/26/2008,31.014,31.171,30.621,30.994,638681,0
12/29/2008,31.092,31.369,30.395,31.054,690760,0
12/30/2008,31.171,32.629,31.171,32.482,844208,0
12/31/2008,32.58,33.2,32.186,33.11,935653,0
1/2/2009,33.318,33.751,32.541,33.594,808851,0
1/5/2009,33.348,33.585,32.836,33.14,985418,0
1/6/2009,33.467,33.751,32.748,33.19,1178193,0
